"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"19894","4/1/2016 18:58",4550,1,4,2001,0,147,"",20000,3,"0",38,NA,"4/1/2016 0:00",35043,"4/1/2016 18:58"
"19895","3/31/2016 15:50",3490,1,8,2001,1,197,"s_klasse",150000,12,"1",37,0,"3/31/2016 0:00",37308,"4/6/2016 9:44"
"19896","4/5/2016 10:50",350,1,7,1998,0,0,"corsa",150000,2,"0",38,NA,"4/5/2016 0:00",82110,"4/5/2016 10:50"
"19898","3/28/2016 16:38",3550,0,3,2003,0,140,"a3",5000,10,"1",36,NA,"3/28/2016 0:00",49661,"4/2/2016 21:15"
"19900","3/20/2016 8:37",14500,0,4,1985,1,204,"sl",150000,7,"0",37,0,"3/20/2016 0:00",82211,"3/23/2016 21:45"
"19901","3/7/2016 22:49",7250,0,7,2012,1,86,"picanto",60000,2,"0",18,0,"3/7/2016 0:00",97705,"3/10/2016 1:44"
"19905","3/20/2016 17:45",12900,0,3,2009,1,204,"1",70000,2,"0",37,0,"3/20/2016 0:00",63110,"4/6/2016 23:47"
"19906","4/3/2016 17:39",1250,0,6,1999,1,140,"primera",150000,8,"0",26,0,"4/3/2016 0:00",30165,"4/5/2016 17:26"
"19909","3/13/2016 8:47",2400,1,5,2003,0,125,"zafira",150000,3,"0",38,0,"3/13/2016 0:00",17489,"3/24/2016 5:16"
"19929","4/2/2016 18:39",7600,1,8,2009,0,110,"astra",150000,4,"1",38,0,"4/2/2016 0:00",25573,"4/6/2016 18:16"
"19935","3/16/2016 15:39",3750,0,6,2004,1,165,"156",150000,11,"0",15,0,"3/16/2016 0:00",64347,"4/6/2016 16:44"
"19936","3/23/2016 17:46",13700,1,3,2008,0,140,"cc",125000,3,"1",40,0,"3/23/2016 0:00",97070,"4/5/2016 21:46"
"19940","3/20/2016 11:53",3999,0,3,1999,0,0,"3er",150000,0,"0",30,NA,"3/20/2016 0:00",31812,"4/6/2016 10:16"
"19943","3/28/2016 16:50",5200,0,6,2006,0,102,"caddy",150000,6,"0",40,0,"3/28/2016 0:00",59929,"4/6/2016 22:17"
"19946","3/20/2016 23:57",1990,1,7,2006,0,54,"fox",150000,1,"0",40,0,"3/20/2016 0:00",70195,"4/5/2016 21:18"
"19948","3/15/2016 19:53",1300,1,6,1999,0,101,"polo",150000,7,"0",40,NA,"3/15/2016 0:00",60327,"3/19/2016 16:15"
"19949","3/8/2016 10:52",0,0,NA,2002,0,179,"",30000,12,"1",36,NA,"3/8/2016 0:00",38855,"3/14/2016 7:45"
"19952","3/30/2016 5:47",3100,0,8,2005,0,90,"civic",150000,7,"0",19,0,"3/26/2016 0:00",49088,"4/2/2016 8:47"
"19955","3/20/2016 11:36",29900,0,5,2012,1,265,"1",100000,12,"1",37,0,"3/20/2016 0:00",34281,"4/6/2016 8:46"
"19960","3/21/2016 18:51",550,0,8,1991,0,60,"kadett",100000,8,"0",38,0,"3/21/2016 0:00",40589,"3/21/2016 18:51"
"19965","3/11/2016 20:47",33980,1,3,2014,0,230,"tt",20000,12,"0",36,0,"3/11/2016 0:00",45277,"3/26/2016 16:16"
"19972","3/30/2016 20:37",1250,1,7,2002,0,0,"arosa",125000,11,"",31,0,"3/30/2016 0:00",52146,"3/30/2016 20:37"
"19988","3/15/2016 13:54",1599,1,3,2000,0,116,"astra",150000,4,"0",38,0,"3/15/2016 0:00",45879,"3/15/2016 14:44"
"19989","3/20/2016 1:36",1800,0,3,1999,0,116,"golf",150000,0,"0",40,NA,"3/20/2016 0:00",48455,"3/21/2016 11:17"
"19991","3/21/2016 17:43",5500,1,2,2005,0,125,"santa",150000,11,"1",23,0,"3/21/2016 0:00",88214,"3/21/2016 17:43"
"19992","3/23/2016 22:51",950,0,5,1992,0,57,"transporter",125000,3,"1",40,0,"3/23/2016 0:00",88433,"3/23/2016 23:43"
"19993","4/4/2016 11:47",700,1,6,1997,0,55,"astra",150000,1,"0",38,0,"4/4/2016 0:00",21109,"4/6/2016 12:46"
"19994","3/9/2016 20:42",1200,0,8,2003,0,125,"1",150000,11,"1",6,NA,"3/9/2016 0:00",21075,"3/12/2016 21:47"
"20009","3/20/2016 11:00",0,1,NA,2016,0,1111,"ibiza",150000,0,"",31,1,"3/20/2016 0:00",42277,"3/20/2016 11:00"
"20020","3/19/2016 21:44",2680,1,8,2004,0,143,"3er",150000,5,"2",30,0,"3/19/2016 0:00",47559,"3/22/2016 3:45"
"20025","3/7/2016 17:51",199,0,7,2001,0,55,"",150000,6,"0",33,NA,"3/7/2016 0:00",78727,"3/9/2016 14:49"
"20047","4/2/2016 13:57",2100,0,7,2005,0,58,"clio",100000,8,"0",34,0,"4/2/2016 0:00",22769,"4/6/2016 12:46"
"20050","3/20/2016 9:54",4600,1,8,2006,0,88,"note",30000,9,"0",26,NA,"3/20/2016 0:00",25482,"3/20/2016 9:54"
"20060","4/2/2016 17:40",9400,1,8,2011,0,105,"leon",90000,5,"0",31,0,"4/2/2016 0:00",71636,"4/6/2016 16:46"
"20069","3/14/2016 13:57",1490,0,4,1998,0,131,"1",150000,5,"2",32,0,"3/14/2016 0:00",84544,"3/14/2016 14:40"
"20076","3/22/2016 17:58",7450,1,4,2007,0,140,"astra",125000,9,"0",38,0,"3/22/2016 0:00",86316,"4/6/2016 9:17"
"20078","4/2/2016 16:51",7490,1,6,2005,0,140,"a3",150000,12,"1",36,0,"4/2/2016 0:00",1328,"4/6/2016 16:15"
"20079","3/5/2016 15:45",11800,1,6,2009,0,120,"a4",125000,1,"1",36,0,"3/5/2016 0:00",66869,"3/12/2016 18:17"
"20080","3/9/2016 21:40",8999,0,8,2010,0,80,"golf",30000,8,"0",40,0,"3/9/2016 0:00",46049,"3/17/2016 5:15"
"20085","3/31/2016 14:55",3699,1,3,2001,0,143,"3er",150000,10,"0",30,0,"3/31/2016 0:00",97273,"4/6/2016 8:16"
"20090","3/29/2016 0:56",1700,0,6,1998,0,110,"passat",150000,12,"1",40,0,"3/29/2016 0:00",76694,"3/29/2016 8:47"
"20097","3/15/2016 19:54",3990,1,4,2005,0,109,"2_reihe",60000,2,"0",33,0,"3/15/2016 0:00",66359,"3/17/2016 16:48"
"20107","3/16/2016 11:52",1490,0,NA,2016,NA,0,"laguna",125000,9,"0",34,NA,"3/16/2016 0:00",45891,"3/22/2016 15:45"
"20118","3/9/2016 8:36",3250,0,1,2007,0,102,"leon",150000,1,"",31,NA,"3/9/2016 0:00",49699,"3/15/2016 6:16"
"20119","3/9/2016 11:25",1800,0,8,2002,0,192,"5er",150000,10,"2",30,1,"3/9/2016 0:00",65599,"3/12/2016 14:16"
"20124","4/2/2016 22:41",2690,0,7,2006,1,50,"fortwo",80000,11,"0",29,NA,"4/2/2016 0:00",95032,"4/6/2016 23:44"
"20137","3/17/2016 21:47",2300,0,8,2000,0,75,"fox",125000,3,"0",40,0,"3/17/2016 0:00",91180,"3/17/2016 21:47"
"20144","3/18/2016 0:55",1250000,0,3,2016,0,500,"911",5000,3,"0",16,0,"3/17/2016 0:00",70435,"3/20/2016 4:48"
"20154","3/16/2016 19:56",2099,0,7,2007,1,71,"fortwo",80000,11,"0",29,1,"3/16/2016 0:00",34266,"4/1/2016 10:19"
"20169","3/15/2016 13:56",29000,1,NA,2017,NA,180,"transporter",125000,2,"1",40,NA,"3/15/2016 0:00",16230,"3/25/2016 6:16"
"20179","3/24/2016 16:48",3600,1,8,2005,NA,0,"a3",150000,9,"1",36,NA,"3/24/2016 0:00",44267,"3/24/2016 16:48"
"20187","4/4/2016 11:56",8300,1,2,2006,0,150,"x_reihe",150000,12,"1",30,NA,"4/4/2016 0:00",59065,"4/6/2016 13:44"
"20190","3/12/2016 14:54",12200,0,5,2014,0,86,"roomster",30000,7,"0",30,0,"3/12/2016 0:00",97657,"4/7/2016 1:17"
"20208","3/28/2016 0:58",2400,1,1,2003,0,135,"megane",150000,8,"2",34,0,"3/27/2016 0:00",27616,"3/28/2016 7:47"
"20210","3/14/2016 8:55",7999,0,5,2010,0,120,"1",150000,2,"1",33,0,"3/14/2016 0:00",30916,"3/17/2016 20:45"
"20211","3/11/2016 18:47",450,0,7,1996,0,45,"corsa",150000,1,"0",38,1,"3/11/2016 0:00",40227,"3/18/2016 3:47"
"20212","3/9/2016 17:57",1250,0,7,1997,0,26,"1",80000,9,"0",32,0,"3/9/2016 0:00",37079,"3/22/2016 4:44"
"20213","4/7/2016 7:06",2900,1,8,2005,1,133,"1",150000,0,"1",33,0,"4/7/2016 0:00",65428,"4/7/2016 8:25"
"20215","3/18/2016 21:42",450,1,7,2005,0,0,"matiz",125000,3,"0",5,1,"3/18/2016 0:00",48599,"3/22/2016 11:17"
"20220","4/4/2016 0:56",3990,0,7,2006,0,101,"polo",150000,4,"1",40,0,"4/4/2016 0:00",74072,"4/6/2016 9:16"
"20226","3/24/2016 15:38",3200,0,8,2002,0,105,"golf",90000,11,"0",40,0,"3/24/2016 0:00",93158,"3/24/2016 15:38"
"20227","3/21/2016 20:53",12490,1,8,2010,0,179,"astra",90000,7,"2",38,0,"3/21/2016 0:00",4179,"4/7/2016 1:17"
"20230","3/30/2016 18:44",12500,0,NA,2018,NA,0,"5er",20000,8,"1",30,0,"3/30/2016 0:00",89584,"3/30/2016 18:44"
"20240","3/20/2016 15:44",3500,1,8,1989,1,156,"1",150000,6,"0",38,0,"3/20/2016 0:00",30629,"4/6/2016 19:46"
"20245","3/9/2016 19:49",6350,0,NA,2018,0,0,"corsa",70000,6,"0",38,0,"3/9/2016 0:00",35466,"3/21/2016 3:17"
"20249","3/29/2016 23:44",1550,1,7,2001,0,0,"",150000,0,"",40,NA,"3/29/2016 0:00",26133,"4/2/2016 12:46"
"20253","3/19/2016 14:53",9000,0,2,2007,0,140,"1",100000,8,"",11,0,"3/19/2016 0:00",27442,"3/30/2016 8:44"
"20255","3/22/2016 9:51",2000,0,6,2001,0,125,"1",125000,8,"0",19,0,"3/22/2016 0:00",89522,"3/29/2016 12:48"
"20256","3/20/2016 17:49",450,0,8,1992,0,0,"80",125000,11,"0",36,1,"3/20/2016 0:00",26603,"3/24/2016 10:46"
"20259","3/28/2016 15:46",120,1,7,1992,0,45,"polo",150000,6,"0",40,NA,"3/28/2016 0:00",67822,"4/6/2016 20:18"
"20260","4/5/2016 12:48",2200,0,5,2002,0,82,"vito",150000,7,"1",37,0,"4/5/2016 0:00",14789,"4/5/2016 12:48"
"20261","4/3/2016 11:42",4300,1,8,1999,1,224,"s_klasse",150000,2,"0",37,0,"4/3/2016 0:00",38126,"4/3/2016 11:42"
"20264","3/27/2016 10:51",13500,1,8,2010,0,170,"golf",150000,9,"1",40,0,"3/27/2016 0:00",83022,"4/1/2016 10:17"
"20271","3/26/2016 13:56",350,1,7,1997,0,50,"twingo",150000,4,"",34,1,"3/26/2016 0:00",32312,"3/28/2016 2:46"
"20275","3/10/2016 10:54",5500,0,8,2002,1,177,"e_klasse",150000,0,"0",37,0,"3/10/2016 0:00",41515,"3/17/2016 14:47"
"20280","3/8/2016 21:45",2200,1,8,2002,0,0,"fiesta",150000,8,"1",35,0,"3/8/2016 0:00",51145,"3/23/2016 21:19"
"20284","3/8/2016 20:46",6400,1,8,2011,0,105,"passat",80000,8,"1",40,0,"3/8/2016 0:00",22175,"3/8/2016 20:46"
"20288","3/23/2016 2:02",3400,0,NA,2004,0,136,"touran",150000,1,"",40,0,"3/23/2016 0:00",88239,"4/7/2016 7:44"
"20290","3/8/2016 18:42",5750,0,8,2005,0,75,"golf",40000,5,"0",40,0,"3/8/2016 0:00",45884,"4/7/2016 10:46"
"20301","3/28/2016 14:50",2700,0,8,2003,0,140,"a3",150000,10,"1",36,NA,"3/28/2016 0:00",50935,"3/28/2016 14:50"
"20304","3/19/2016 10:49",19990,0,2,2007,1,235,"x_reihe",125000,0,"1",30,NA,"3/19/2016 0:00",95028,"4/6/2016 11:17"
"20305","3/12/2016 16:38",2950,1,7,2008,0,60,"fiesta",125000,6,"0",35,1,"3/12/2016 0:00",88696,"4/7/2016 5:46"
"20311","3/17/2016 20:40",1300,1,8,1999,0,170,"5er",150000,7,"0",30,1,"3/17/2016 0:00",74243,"4/7/2016 8:46"
"20312","3/25/2016 10:57",650,0,7,1999,0,50,"polo",150000,0,"0",40,1,"3/25/2016 0:00",39218,"3/25/2016 11:41"
"20318","3/28/2016 19:40",6800,1,6,2004,0,131,"a4",150000,7,"1",36,NA,"3/28/2016 0:00",21357,"4/3/2016 0:21"
"20335","4/2/2016 22:40",1199,0,6,1997,0,116,"3er",150000,1,"2",30,0,"4/2/2016 0:00",41462,"4/6/2016 23:44"
"20338","3/14/2016 12:48",6666,0,6,2011,0,95,"astra",150000,8,"1",38,0,"3/14/2016 0:00",78052,"4/5/2016 12:47"
"20346","3/12/2016 18:53",330,0,7,1999,NA,55,"seicento",150000,4,"0",32,NA,"3/12/2016 0:00",89340,"3/12/2016 18:53"
"20347","3/12/2016 12:43",2650,0,NA,2018,1,122,"c_klasse",150000,8,"1",37,0,"3/12/2016 0:00",26789,"3/13/2016 3:45"
"20349","4/5/2016 9:56",3200,1,8,2003,0,0,"golf",150000,3,"1",40,0,"4/5/2016 0:00",86830,"4/7/2016 12:45"
"20369","3/30/2016 1:57",0,0,NA,2010,NA,0,"",150000,0,"",24,NA,"3/30/2016 0:00",67061,"4/6/2016 20:16"
"20370","3/20/2016 12:46",2750,0,NA,2006,0,0,"",80000,4,"",27,NA,"3/20/2016 0:00",67067,"3/28/2016 10:45"
"20380","3/19/2016 17:46",18900,1,5,2011,0,140,"touran",60000,7,"1",40,0,"3/19/2016 0:00",26389,"4/7/2016 4:17"
"20384","4/4/2016 16:38",1200,0,NA,2017,0,84,"astra",150000,8,"",38,0,"4/4/2016 0:00",42283,"4/6/2016 18:16"
"20393","3/10/2016 16:57",2000,1,6,2002,0,109,"3_reihe",150000,0,"0",33,NA,"3/10/2016 0:00",58675,"3/12/2016 7:46"
"20397","3/17/2016 21:37",900,0,7,1998,0,58,"twingo",150000,11,"0",34,0,"3/17/2016 0:00",81369,"3/29/2016 5:15"
"20403","3/29/2016 14:38",9900,0,8,2007,NA,0,"corsa",60000,6,"0",38,0,"3/29/2016 0:00",89537,"4/5/2016 23:47"
"20410","3/19/2016 7:01",600,1,6,1999,0,107,"laguna",150000,12,"0",34,0,"3/19/2016 0:00",53809,"4/6/2016 4:17"
"20414","3/30/2016 21:55",9600,0,8,2009,0,101,"c_reihe",50000,1,"0",21,0,"3/30/2016 0:00",86157,"4/5/2016 13:16"
"20417","3/18/2016 19:45",2290,1,8,1999,0,118,"3er",150000,3,"2",30,0,"3/18/2016 0:00",31582,"3/25/2016 2:17"
"20425","3/5/2016 20:56",2300,1,8,1999,0,75,"golf",150000,8,"0",40,0,"3/5/2016 0:00",21077,"4/5/2016 12:16"
"20429","3/29/2016 15:47",12400,1,6,2005,1,218,"5er",125000,3,"1",30,0,"3/29/2016 0:00",66299,"4/2/2016 3:17"
"20442","4/2/2016 21:38",1799,0,8,1999,0,75,"octavia",150000,6,"0",30,0,"4/2/2016 0:00",49479,"4/6/2016 22:16"
"20449","3/5/2016 17:53",5850,0,6,2009,0,110,"focus",150000,1,"1",35,0,"3/5/2016 0:00",44805,"3/7/2016 10:44"
"20450","4/2/2016 12:45",12500,0,6,2006,1,231,"5er",150000,1,"1",30,0,"4/2/2016 0:00",38442,"4/6/2016 10:45"
"20452","3/7/2016 22:47",3950,0,5,2009,0,86,"kangoo",150000,4,"1",34,0,"3/7/2016 0:00",29320,"3/30/2016 12:19"
"20455","3/21/2016 0:58",6250,0,8,2008,0,101,"focus",90000,7,"0",35,1,"3/20/2016 0:00",4109,"4/5/2016 22:45"
"20473","3/25/2016 16:50",1850,0,8,1993,0,75,"golf",30000,6,"1",40,0,"3/25/2016 0:00",35606,"3/26/2016 21:37"
"20483","3/27/2016 0:58",15999,0,NA,2011,1,180,"polo",40000,9,"0",40,NA,"3/26/2016 0:00",10961,"4/7/2016 4:16"
"20487","3/14/2016 22:49",6500,1,5,2005,0,193,"b_klasse",100000,8,"0",37,0,"3/14/2016 0:00",66954,"3/24/2016 8:17"
"20488","3/7/2016 18:42",1200,1,7,1990,0,68,"3_reihe",90000,2,"",28,0,"3/7/2016 0:00",55777,"4/7/2016 1:45"
"20491","3/21/2016 10:37",3200,0,6,2005,1,102,"golf",150000,9,"0",40,0,"3/21/2016 0:00",21075,"4/6/2016 3:16"
"20492","3/15/2016 19:37",1150,1,7,1998,0,75,"golf",150000,12,"0",40,0,"3/15/2016 0:00",42277,"3/15/2016 19:37"
"20499","3/25/2016 19:52",12900,0,4,2003,1,231,"3er",125000,2,"0",30,0,"3/25/2016 0:00",52499,"4/7/2016 2:45"
"20520","4/2/2016 21:50",6500,0,5,2004,0,140,"touran",125000,7,"1",40,NA,"4/2/2016 0:00",69502,"4/4/2016 20:18"
"20522","3/16/2016 10:25",4399,1,NA,2018,0,69,"polo",150000,1,"",40,NA,"3/16/2016 0:00",35463,"3/19/2016 21:47"
"20525","3/23/2016 21:57",2200,0,7,2004,0,125,"corsa",150000,3,"0",38,NA,"3/23/2016 0:00",63741,"3/26/2016 15:18"
"20527","3/15/2016 21:48",22900,1,4,2000,0,300,"911",150000,7,"0",16,0,"3/15/2016 0:00",59510,"4/7/2016 6:16"
"20534","3/16/2016 17:38",10990,1,3,2009,0,122,"scirocco",100000,7,"0",40,0,"3/16/2016 0:00",45472,"3/25/2016 17:51"
"20537","3/24/2016 18:59",1500,0,5,1992,0,78,"transporter",150000,9,"1",40,NA,"3/24/2016 0:00",67550,"3/24/2016 19:39"
"20538","3/10/2016 21:36",6500,1,8,2005,0,122,"1er",150000,3,"1",30,0,"3/10/2016 0:00",39108,"3/10/2016 22:38"
"20539","3/24/2016 15:58",4200,0,8,2004,0,102,"golf",150000,12,"0",40,0,"3/24/2016 0:00",56462,"3/26/2016 15:29"
"20540","3/29/2016 22:55",1000,0,6,1999,1,150,"5er",150000,2,"0",30,0,"3/29/2016 0:00",30855,"4/6/2016 13:16"
"20542","3/10/2016 23:44",36450,0,6,2013,1,258,"5er",60000,6,"1",30,0,"3/10/2016 0:00",10439,"4/7/2016 7:44"
"20557","3/30/2016 10:52",2800,0,8,2002,0,155,"a4",150000,7,"",36,0,"3/30/2016 0:00",66440,"4/7/2016 1:44"
"20564","3/16/2016 14:56",2300,0,6,2003,NA,0,"a4",150000,8,"1",36,0,"3/16/2016 0:00",50129,"3/16/2016 15:40"
"20566","3/17/2016 0:36",0,0,6,2006,1,163,"altea",150000,1,"1",31,0,"3/17/2016 0:00",51465,"4/6/2016 2:45"
"20568","4/2/2016 18:43",2650,1,5,2002,0,107,"scenic",125000,11,"0",34,0,"4/2/2016 0:00",28259,"4/2/2016 18:43"
"20576","3/25/2016 23:58",390,1,7,2001,0,75,"corsa",150000,4,"0",38,1,"3/25/2016 0:00",21129,"4/5/2016 18:44"
"20580","3/31/2016 23:55",3950,1,6,2007,0,120,"vectra",150000,6,"1",38,0,"3/31/2016 0:00",49824,"4/7/2016 4:16"
"20591","3/30/2016 20:49",3500,1,6,2007,0,109,"focus",150000,5,"1",35,0,"3/30/2016 0:00",13503,"4/1/2016 15:47"
"20597","3/17/2016 12:47",2900,0,5,2002,1,150,"sharan",150000,7,"0",40,NA,"3/17/2016 0:00",70374,"4/6/2016 15:17"
"20601","3/11/2016 23:56",7000,0,7,2008,0,75,"corsa",125000,4,"1",38,0,"3/11/2016 0:00",23560,"3/14/2016 15:16"
"20611","3/22/2016 17:46",18500,1,6,2013,1,150,"octavia",50000,9,"1",30,0,"3/22/2016 0:00",66287,"4/6/2016 8:46"
"20623","3/22/2016 21:38",1600,1,8,2000,1,140,"primera",150000,6,"0",26,0,"3/22/2016 0:00",9306,"3/28/2016 13:15"
"20629","3/31/2016 9:37",300,1,6,1996,0,101,"80",150000,1,"0",36,1,"3/31/2016 0:00",87600,"4/4/2016 2:15"
"20633","3/14/2016 10:48",4800,1,7,2009,0,86,"1",100000,8,"0",28,0,"3/14/2016 0:00",47239,"3/17/2016 21:45"
"20638","3/18/2016 19:42",1399,1,8,2003,1,197,"1",150000,5,"0",23,0,"3/18/2016 0:00",35578,"3/19/2016 17:17"
"20646","4/1/2016 18:06",12450,1,8,2008,1,233,"a8",150000,6,"1",36,0,"4/1/2016 0:00",61231,"4/7/2016 14:56"
"20650","3/20/2016 11:49",20990,0,6,2013,0,250,"focus",40000,9,"0",35,0,"3/20/2016 0:00",78576,"4/4/2016 9:17"
"20653","3/30/2016 0:58",2550,0,5,2004,0,125,"meriva",125000,9,"0",38,0,"3/29/2016 0:00",44309,"3/30/2016 8:40"
"20655","3/10/2016 11:36",22800,0,4,2009,0,211,"a5",100000,7,"0",36,0,"3/10/2016 0:00",74172,"4/7/2016 0:15"
"20656","3/14/2016 22:59",999,1,8,1997,0,75,"astra",150000,3,"0",38,0,"3/14/2016 0:00",24214,"4/7/2016 14:58"
"20665","4/4/2016 17:58",2400,0,8,1999,0,118,"3er",150000,5,"0",30,0,"4/4/2016 0:00",10315,"4/6/2016 19:48"
"20675","4/1/2016 17:57",4000,0,8,2007,0,120,"bravo",125000,12,"1",32,0,"4/1/2016 0:00",64354,"4/5/2016 13:45"
"20677","3/8/2016 5:03",1000,0,8,1999,NA,0,"astra",150000,8,"1",38,0,"3/8/2016 0:00",21339,"3/12/2016 12:17"
"20678","3/19/2016 20:51",12900,1,6,2010,0,170,"a4",150000,1,"1",36,1,"3/19/2016 0:00",58454,"4/7/2016 9:17"
"20681","4/1/2016 23:49",10490,1,4,2005,0,163,"slk",150000,8,"0",37,0,"4/1/2016 0:00",73614,"4/6/2016 2:44"
"20682","3/21/2016 17:49",19800,1,4,2013,0,122,"eos",30000,8,"0",40,0,"3/21/2016 0:00",90537,"4/6/2016 18:45"
"20683","3/5/2016 20:38",8999,1,8,2009,0,140,"6_reihe",150000,4,"1",28,0,"3/5/2016 0:00",22045,"3/26/2016 8:17"
"20686","4/2/2016 14:52",7200,0,8,2002,0,179,"golf",150000,4,"0",40,0,"4/2/2016 0:00",37671,"4/6/2016 13:17"
"20692","3/12/2016 14:54",0,0,NA,2000,NA,0,"",5000,0,"",38,NA,"3/12/2016 0:00",26639,"3/30/2016 10:46"
"20695","3/27/2016 20:54",200,1,6,1997,0,50,"arosa",150000,9,"0",31,NA,"3/27/2016 0:00",79618,"3/29/2016 11:18"
"20697","3/11/2016 23:37",6500,0,NA,2017,NA,0,"e_klasse",150000,12,"2",37,NA,"3/11/2016 0:00",45891,"4/5/2016 17:22"
"20699","3/7/2016 20:45",7800,0,8,2010,0,69,"polo",50000,10,"0",40,NA,"3/7/2016 0:00",44879,"4/5/2016 14:17"
"20704","4/4/2016 20:39",5000,1,8,2005,0,150,"a3",150000,11,"0",36,NA,"4/4/2016 0:00",73035,"4/6/2016 22:46"
"20716","3/30/2016 19:39",9650,0,3,2011,0,75,"corsa",90000,3,"1",38,0,"3/30/2016 0:00",52396,"4/7/2016 10:46"
"20717","3/21/2016 21:48",2450,1,6,1999,1,193,"a4",150000,3,"0",36,0,"3/21/2016 0:00",28857,"4/1/2016 5:15"
"20728","3/31/2016 15:52",750,1,8,2001,NA,0,"carisma",150000,1,"1",20,0,"3/31/2016 0:00",73760,"4/6/2016 8:46"
"20732","3/31/2016 21:46",1050,0,7,1998,0,58,"corsa",150000,0,"0",38,0,"3/31/2016 0:00",97421,"4/6/2016 17:16"
"20741","3/12/2016 9:59",500,1,7,2001,0,58,"corsa",150000,6,"0",38,NA,"3/12/2016 0:00",45731,"3/12/2016 9:59"
"20756","3/11/2016 17:56",800,1,8,2001,0,114,"primera",150000,1,"0",26,0,"3/11/2016 0:00",49835,"3/12/2016 22:45"
"20758","4/2/2016 5:03",8500,1,8,2007,1,170,"a3",150000,4,"1",36,0,"4/2/2016 0:00",45309,"4/6/2016 6:44"
"20760","3/24/2016 20:36",3900,0,3,2005,0,150,"1",150000,1,"1",15,0,"3/24/2016 0:00",86916,"4/5/2016 15:17"
"20761","4/4/2016 12:47",2100,1,8,2002,0,102,"a3",150000,4,"0",36,0,"4/4/2016 0:00",22605,"4/4/2016 12:47"
"20765","3/11/2016 18:58",3990,0,7,2005,0,75,"ibiza",100000,4,"0",31,0,"3/11/2016 0:00",65520,"4/6/2016 14:47"
"20773","3/28/2016 13:06",5000,0,4,1990,0,45,"1",5000,0,"0",2,0,"3/28/2016 0:00",63263,"4/6/2016 7:46"
"20787","4/5/2016 9:45",4200,1,NA,2003,0,143,"3er",150000,9,"0",30,0,"4/5/2016 0:00",24852,"4/7/2016 12:16"
"20789","3/15/2016 22:42",7300,1,8,2006,0,122,"1er",150000,2,"1",30,0,"3/15/2016 0:00",97947,"4/7/2016 7:17"
"20791","3/7/2016 16:45",3500,1,4,2004,0,108,"2_reihe",150000,9,"0",33,0,"3/7/2016 0:00",88161,"4/5/2016 17:46"
"20799","3/13/2016 12:48",6200,0,4,1976,NA,0,"1",60000,6,"",40,0,"3/13/2016 0:00",87439,"4/6/2016 15:18"
"20800","3/26/2016 21:48",100,1,7,1996,NA,55,"",20000,0,"0",28,NA,"3/26/2016 0:00",6112,"4/6/2016 13:16"
"20807","3/22/2016 12:47",8900,1,8,2004,1,245,"s_klasse",150000,7,"0",37,0,"3/22/2016 0:00",3055,"4/6/2016 1:17"
"20809","3/14/2016 19:53",1250,1,6,2005,1,75,"fabia",80000,7,"0",30,1,"3/14/2016 0:00",49610,"4/6/2016 5:46"
"20815","3/30/2016 22:37",1350,1,8,1987,0,90,"80",150000,12,"0",36,0,"3/30/2016 0:00",96106,"4/5/2016 15:46"
"20820","3/5/2016 14:41",2400,1,NA,2017,0,75,"polo",125000,10,"0",40,NA,"3/5/2016 0:00",72419,"3/5/2016 16:46"
"20821","3/31/2016 16:50",280,1,7,2005,0,86,"clio",90000,7,"1",34,1,"3/31/2016 0:00",45886,"4/6/2016 10:15"
"20829","3/12/2016 18:41",1950,0,6,2001,1,178,"a6",150000,0,"1",36,NA,"3/12/2016 0:00",75378,"3/23/2016 11:15"
"20834","3/25/2016 14:49",450,1,7,2001,0,58,"twingo",150000,7,"0",34,NA,"3/25/2016 0:00",21035,"4/4/2016 16:18"
"20845","3/11/2016 11:49",400,1,NA,1995,1,0,"golf",150000,0,"0",40,NA,"3/11/2016 0:00",59073,"4/7/2016 3:46"
"20847","3/12/2016 12:48",2690,0,8,2003,0,116,"3er",150000,9,"0",30,0,"3/12/2016 0:00",12359,"3/17/2016 11:16"
"20862","4/4/2016 16:36",1300,0,7,1998,0,54,"corsa",100000,2,"0",38,0,"4/4/2016 0:00",42107,"4/4/2016 16:36"
"20864","3/21/2016 18:45",13900,0,3,2005,1,224,"1",150000,11,"1",37,0,"3/21/2016 0:00",47443,"4/6/2016 20:18"
"20869","3/21/2016 13:46",1299,0,7,1996,0,60,"polo",150000,7,"0",40,0,"3/21/2016 0:00",56865,"4/6/2016 9:17"
"20870","3/14/2016 10:41",5900,1,4,1978,1,120,"1",150000,3,"0",16,0,"3/14/2016 0:00",49699,"3/29/2016 3:16"
"20871","3/19/2016 23:50",9000,1,2,2008,0,136,"captiva",30000,5,"0",14,0,"3/19/2016 0:00",71065,"3/20/2016 6:41"
"20885","3/23/2016 18:52",6500,0,8,2002,1,272,"7er",150000,9,"2",30,NA,"3/23/2016 0:00",39106,"4/5/2016 23:45"
"20888","3/31/2016 18:38",700,1,7,2000,0,104,"",150000,3,"",32,0,"3/31/2016 0:00",34466,"4/6/2016 12:16"
"20890","3/29/2016 15:38",18700,1,3,2007,1,286,"3er",150000,9,"1",30,0,"3/29/2016 0:00",54518,"4/6/2016 1:15"
